-1.388514, -2.008245, -1.851842, -0.998446, 1.868964, -3.606083
-1.388514, -2.008245, -1.851842, -0.998446, 1.868964, -3.606083
-1.383328, -2.020379, -1.865007, -0.971569, 1.869716, -3.600714
-1.383328, -2.020379, -1.865007, -0.971569, 1.869716, -3.600714
-1.386931, -2.012067, -1.886445, -0.930110, 1.880038, -3.507924
-1.390301, -2.003468, -1.909130, -0.887473, 1.890345, -3.414453
-1.393611, -1.999916, -1.918353, -0.874894, 1.901487, -3.385923
-1.396904, -1.996830, -1.927332, -0.861098, 1.912498, -3.356094
-1.400150, -1.994161, -1.935967, -0.846773, 1.923345, -3.326548
-1.403381, -1.991957, -1.943895, -0.833217, 1.934196, -3.299885
-1.406597, -1.990077, -1.951377, -0.820113, 1.945060, -3.275416
-1.409761, -1.988340, -1.958899, -0.806407, 1.955805, -3.251067
-1.412870, -1.986731, -1.966471, -0.792144, 1.966435, -3.226933
-1.415920, -1.985269, -1.973981, -0.777683, 1.976957, -3.203648
-1.418944, -1.983990, -1.981284, -0.763460, 1.987498, -3.181958
-1.421946, -1.982889, -1.988339, -0.749663, 1.998090, -3.162108
-1.424901, -1.981888, -1.995382, -0.735735, 2.008637, -3.143045 
-1.427784, -1.980936, -2.002587, -0.721221, 2.019050, -3.123953
-1.430589, -1.980039, -2.009955, -0.706091, 2.029315, -3.104772
-1.433313, -1.979201, -2.017506, -0.690266, 2.039417, -3.085367
-1.435951, -1.978432, -2.025224, -0.673759, 2.049342, -3.065759
-1.438488, -1.977734, -2.033109, -0.656545, 2.059045, -3.045887
-1.440936, -1.977127, -2.041146, -0.638628, 2.068559, -3.025780
-1.443276, -1.976614, -2.049317, -0.620033, 2.077828, -3.005445
-1.445507, -1.976203, -2.057628, -0.600709, 2.086844, -2.984806
-1.447624, -1.975908, -2.066062, -0.580672, 2.095594, -2.963881
-1.449621, -1.975735, -2.074628, -0.559856, 2.104051, -2.942572
-1.451493, -1.975697, -2.083293, -0.538329, 2.112202, -2.920965
-1.453231, -1.975800, -2.092034, -0.516134, 2.120014, -2.899091
-1.454841, -1.976060, -2.100837, -0.493268, 2.127504, -2.876957
-1.456308, -1.976480, -2.109697, -0.469728, 2.134619, -2.854523
-1.457631, -1.977073, -2.118615, -0.445466, 2.141354, -2.831729
-1.458797, -1.977840, -2.127569, -0.420535, 2.147664, -2.808605
-1.459821, -1.978798, -2.136509, -0.395057, 2.153591, -2.785318
-1.460708, -1.979955, -2.145390, -0.369162, 2.159156, -2.762022
-1.461465, -1.981315, -2.154168, -0.342977, 2.164381, -2.738854
-1.462090, -1.982881, -2.162853, -0.316466, 2.169250, -2.715746
-1.462582, -1.984653, -2.171433, -0.289652, 2.173760, -2.692705
-1.462946, -1.986633, -2.179891, -0.262589, 2.177918, -2.669773
-1.463192, -1.988817, -2.188186, -0.235425, 2.181759, -2.647108
-1.463355, -1.991212, -2.196259, -0.208355, 2.185401, -2.624971
-1.463352, -1.993688, -2.204061, -0.181764, 2.188560, -2.603445
-1.463040, -1.995956, -2.211440, -0.156668, 2.190744, -2.582980
-1.462892, -1.998721, -2.218700, -0.130905, 2.193554, -2.562908
-1.462768, -2.001784, -2.225767, -0.105023, 2.196509, -2.543321
-1.462674, -2.005040, -2.232487, -0.079753, 2.199629, -2.524847
-1.462671, -2.008486, -2.238786, -0.055376, 2.203125, -2.507849
-1.462797, -2.012133, -2.244653, -0.031918, 2.207119, -2.492388
-1.463071, -2.015973, -2.250089, -0.009401, 2.211672, -2.478469
-1.463516, -2.020001, -2.255088, 0.012135, 2.216857, -2.466120
-1.464087, -2.024209, -2.259739, 0.033003, 2.222510, -2.454897
-1.464607, -2.028546, -2.264273, 0.053940, 2.228012, -2.443681
-1.464948, -2.032990, -2.268854, 0.075525, 2.232906, -2.431661
-1.465081, -2.037524, -2.273500, 0.097787, 2.237090, -2.418757
-1.464996, -2.042136, -2.278203, 0.120687, 2.240530, -2.405000
-1.464680, -2.046826, -2.282970, 0.144249, 2.243180, -2.390360
-1.464131, -2.051574, -2.287781, 0.168354, 2.245032, -2.374946
-1.463365, -2.056375, -2.292605, 0.192858, 2.246155, -2.358933
-1.462402, -2.061224, -2.297413, 0.217647, 2.246612, -2.342471
-1.461222, -2.066097, -2.302213, 0.242673, 2.246345, -2.325561
-1.459816, -2.070979, -2.307010, 0.267904, 2.245324, -2.308218
-1.458161, -2.075862, -2.311824, 0.293376, 2.243478, -2.290382
-1.456046, -2.080687, -2.316861, 0.319653, 2.240090, -2.271186
-1.453196, -2.085287, -2.322343, 0.347042, 2.234272, -2.249852
-1.449527, -2.089417, -2.328257, 0.374756, 2.225852, -2.226840
-1.445337, -2.093644, -2.334463, 0.403527, 2.215964, -2.202582
-1.440751, -2.097859, -2.340782, 0.432371, 2.205150, -2.178127
-1.435667, -2.101947, -2.347275, 0.461127, 2.193157, -2.153426
-1.429689, -2.106081, -2.354330, 0.491359, 2.178837, -2.126844
-1.423104, -2.113507, -2.362267, 0.531894, 2.163524, -2.094747
-1.414911, -2.118875, -2.370780, 0.568115, 2.144343, -2.063396
-1.406688, -2.123794, -2.378921, 0.600894, 2.126753, -2.035912
-1.398289, -2.123463, -2.386353, 0.617146, 2.110461, -2.018101
-1.390402, -2.123359, -2.392853, 0.632164, 2.094451, -2.000981
-1.390402, -2.123359, -2.392853, 0.632164, 2.094451, -2.000981
-1.370461, -1.835043, -2.241058, -0.438412, 1.838021, -2.492160
-1.364426, -1.860750, -2.244295, -0.407852, 1.836830, -2.486028
-1.364426, -1.860750, -2.244295, -0.407852, 1.836830, -2.486028
-1.352993, -1.855788, -2.260758, -0.370773, 1.813807, -2.381055
-1.340043, -1.851057, -2.277560, -0.333559, 1.789742, -2.275215
-1.335175, -1.849833, -2.287206, -0.310228, 1.786315, -2.237955
-1.330424, -1.849048, -2.296545, -0.286601, 1.781810, -2.199973
-1.325826, -1.848661, -2.305511, -0.263057, 1.776711, -2.162813
-1.321622, -1.848716, -2.313987, -0.239929, 1.772009, -2.128993
-1.317640, -1.849122, -2.322125, -0.217027, 1.767508, -2.097686
-1.313535, -1.849748, -2.330128, -0.194068, 1.762420, -2.066764
-1.309294, -1.850586, -2.338002, -0.171074, 1.756788, -2.036313
-1.304985, -1.851643, -2.345691, -0.148203, 1.750870, -2.006968
-1.300725, -1.852961, -2.353169, -0.125445, 1.745030, -1.979422
-1.296546, -1.854541, -2.360427, -0.102822, 1.739417, -1.953881
-1.292267, -1.856319, -2.367552, -0.080240, 1.733603, -1.929301
-1.287750, -1.858249, -2.374596, -0.057661, 1.727232, -1.904902
-1.282983, -1.860328, -2.381558, -0.035104, 1.720283, -1.880647
-1.277945, -1.862552, -2.388441, -0.012576, 1.712699, -1.856427
-1.272640, -1.864918, -2.395235, 0.009882, 1.704491, -1.832286
-1.267056, -1.867414, -2.401925, 0.032194, 1.695630, -1.808197
-1.261203, -1.870054, -2.408517, 0.054402, 1.686141, -1.784195
-1.255082, -1.872821, -2.414986, 0.076395, 1.676029, -1.760320
-1.248681, -1.875712, -2.421336, 0.098169, 1.665265, -1.736518
-1.242009, -1.878725, -2.427557, 0.119689, 1.653865, -1.712821
-1.235047, -1.881852, -2.433651, 0.140930, 1.641786, -1.689158
-1.227818, -1.885091, -2.439600, 0.161839, 1.629083, -1.665623
-1.220335, -1.888427, -2.445389, 0.182347, 1.615785, -1.642262
-1.212605, -1.891871, -2.451021, 0.202476, 1.601909, -1.619081
-1.204628, -1.895400, -2.456484, 0.222147, 1.587448, -1.596060
-1.196396, -1.899018, -2.461783, 0.241368, 1.572379, -1.573145
-1.187924, -1.902703, -2.466900, 0.260052, 1.556735, -1.550371
-1.179260, -1.906473, -2.471830, 0.278230, 1.540630, -1.527879
-1.170453, -1.910331, -2.476562, 0.295896, 1.524171, -1.505794
-1.161546, -1.914279, -2.481086, 0.313051, 1.507463, -1.484222
-1.152535, -1.918311, -2.485408, 0.329692, 1.490485, -1.463095
-1.143432, -1.922422, -2.489528, 0.345817, 1.473259, -1.442406
-1.134260, -1.926609, -2.493444, 0.361428, 1.455832, -1.422178
-1.125071, -1.930875, -2.497150, 0.376539, 1.438323, -1.402528
-1.115942, -1.935259, -2.500651, 0.391283, 1.420910, -1.383661
-1.106940, -1.939551, -2.503859, 0.405066, 1.403752, -1.365594
-1.098274, -1.943340, -2.506595, 0.416729, 1.387353, -1.348573
-1.089584, -1.947746, -2.509381, 0.429661, 1.370829, -1.332247
-1.080956, -1.952445, -2.512069, 0.442888, 1.354381, -1.316645
-1.072594, -1.957343, -2.514591, 0.456177, 1.338506, -1.302256
-1.064603, -1.962500, -2.516958, 0.469761, 1.323460, -1.289388
-1.057005, -1.967962, -2.519191, 0.483826, 1.309302, -1.278105
-1.049811, -1.973744, -2.521302, 0.498457, 1.296063, -1.268414
-1.043040, -1.979867, -2.523299, 0.513753, 1.283792, -1.260344
-1.036580, -1.986277, -2.525187, 0.529566, 1.272221, -1.253515
-1.030143, -1.992743, -2.526944, 0.545185, 1.260638, -1.246934
-1.023511, -1.999107, -2.528560, 0.560109, 1.248500, -1.239883
-1.016667, -2.005319, -2.530026, 0.574199, 1.235752, -1.232274
-1.009619, -2.011357, -2.531338, 0.587399, 1.222407, -1.224109
-1.002360, -2.017206, -2.532497, 0.599661, 1.208435, -1.215348
-0.994922, -2.022845, -2.533497, 0.610939, 1.193908, -1.206045
-0.987356, -2.028291, -2.534339, 0.621303, 1.178941, -1.196327
-0.979705, -2.033564, -2.535027, 0.630823, 1.163633, -1.186300
-0.971973, -2.038627, -2.535556, 0.639400, 1.147986, -1.175918
-0.964166, -2.043460, -2.535925, 0.646988, 1.132005, -1.165150
-0.956267, -2.048043, -2.536133, 0.653506, 1.115637, -1.153902
-0.948032, -2.052115, -2.536147, 0.658080, 1.098243, -1.141247
-0.939247, -2.055281, -2.535901, 0.659461, 1.079278, -1.126164
-0.930068, -2.057289, -2.535338, 0.657034, 1.059170, -1.108676
-0.920508, -2.059017, -2.534546, 0.652921, 1.037959, -1.089671
-0.910878, -2.060533, -2.533515, 0.647519, 1.016487, -1.070000
-0.901176, -2.061666, -2.532203, 0.640330, 0.994778, -1.049408
-0.890884, -2.062277, -2.530517, 0.630246, 0.971482, -1.026206
-0.878265, -2.065851, -2.528618, 0.623698, 0.941922, -0.999970
-0.866132, -2.066557, -2.525896, 0.608906, 0.913905, -0.970920
-0.854972, -2.067449, -2.522775, 0.594822, 0.889072, -0.944908
-0.847307, -2.063957, -2.519083, 0.574016, 0.875119, -0.923635
-0.840669, -2.060568, -2.515596, 0.553746, 0.861993, -0.902967
-0.840669, -2.060568, -2.515596, 0.553746, 0.861993, -0.902967
-1.056497, -1.734596, -2.427081, -0.245703, 1.439915, -1.177826
-1.060052, -1.770098, -2.425502, -0.211336, 1.440983, -1.181245
-1.060052, -1.770098, -2.425502, -0.211336, 1.440983, -1.181245
-1.043893, -1.767081, -2.420252, -0.236142, 1.409666, -1.075845
-1.027523, -1.765348, -2.413607, -0.262177, 1.378791, -0.969423
-1.018252, -1.766849, -2.412912, -0.261722, 1.362664, -0.931149
-1.009261, -1.768142, -2.412256, -0.262508, 1.346135, -0.892060
-1.000612, -1.769345, -2.411645, -0.264004, 1.329598, -0.853715
-0.992414, -1.770634, -2.411293, -0.264926, 1.313522, -0.818654
-0.984520, -1.772016, -2.411074, -0.265550, 1.297740, -0.786073
-0.976735, -1.773403, -2.410699, -0.266941, 1.281890, -0.753834
-0.969056, -1.774815, -2.410156, -0.269053, 1.266009, -0.722015
-0.961541, -1.776290, -2.409497, -0.271564, 1.250259, -0.691266
-0.954210, -1.777885, -2.408839, -0.273956, 1.234719, -0.662293
-0.947070, -1.779624, -2.408212, -0.276031, 1.219431, -0.635329
-0.940046, -1.781460, -2.407461, -0.278375, 1.204246, -0.609308
-0.933095, -1.783349, -2.406458, -0.281477, 1.189069, -0.583416
-0.926224, -1.785288, -2.405196, -0.285367, 1.173914, -0.557595
-0.919434, -1.787271, -2.403656, -0.290122, 1.158778, -0.531711
-0.912741, -1.789298, -2.401838, -0.295734, 1.143694, -0.505790
-0.906164, -1.791361, -2.399724, -0.302257, 1.128706, -0.479790
-0.899700, -1.793468, -2.397331, -0.309642, 1.113799, -0.453721
-0.893378, -1.795613, -2.394649, -0.317905, 1.099043, -0.427614
-0.887199, -1.797794, -2.391666, -0.327088, 1.084438, -0.401390
-0.881173, -1.800012, -2.388387, -0.337171, 1.070011, -0.375067
-0.875305, -1.802264, -2.384792, -0.348221, 1.055772, -0.348548
-0.869612, -1.804554, -2.380896, -0.360172, 1.041762, -0.321923
-0.864111, -1.806881, -2.376700, -0.372999, 1.028028, -0.295236
-0.858796, -1.809251, -2.372215, -0.386672, 1.014559, -0.268476
-0.853684, -1.811659, -2.367425, -0.401222, 1.001401, -0.241617
-0.848769, -1.814110, -2.362324, -0.416678, 0.988543, -0.214583
-0.844069, -1.816603, -2.356910, -0.433014, 0.976041, -0.187418
-0.839582, -1.819151, -2.351229, -0.450069, 0.963890, -0.160274
-0.835309, -1.821761, -2.345319, -0.467696, 0.952103, -0.133296
-0.831252, -1.824439, -2.339220, -0.485754, 0.940690, -0.106615
-0.827404, -1.827183, -2.332920, -0.504277, 0.929645, -0.080155
-0.823761, -1.829996, -2.326428, -0.523238, 0.918966, -0.053914
-0.820319, -1.832880, -2.319759, -0.542578, 0.908654, -0.027926
-0.817075, -1.835835, -2.312962, -0.562134, 0.898707, -0.002343
-0.814006, -1.838871, -2.306122, -0.581640, 0.889067, 0.022602
-0.811214, -1.841926, -2.299227, -0.600995, 0.880047, 0.046688
-0.808903, -1.844877, -2.292330, -0.619714, 0.872268, 0.069181
-0.806449, -1.848039, -2.285518, -0.638396, 0.863903, 0.091565
-0.804030, -1.851315, -2.278747, -0.656961, 0.855475, 0.113516
